Id,Label
Leftist palestinian writer,Leftist palestinian writer
Zionist ruling class,Zionist ruling class
Imperialist occupation,Imperialist occupation
Apartheid israel's largest and oldest shipping company,Apartheid israel's largest and oldest shipping company
Friedlichen widerstand,Friedlichen widerstand
Strict measures,Strict measures
19 months in israeli military court,19 months in israeli military court
Neocolonial-capitalist system,Neocolonial-capitalist system
To defend their rights,To defend their rights
Exceptional revolutionary leader,Exceptional revolutionary leader
2 years,2 years
A beautiful and heart-warming mix,A beautiful and heart-warming mix
Daoud al-khatib,Daoud al-khatib
Adnan,Adnan
A substitute mother,A substitute mother
Symbol for fight against imperialism,Symbol for fight against imperialism
90 days in israeli prison,90 days in israeli prison
A palestinian organization,A palestinian organization
Politicization,Politicization
Free palestine,Free palestine
الممارسات الصهيونية,الممارسات الصهيونية
Los estudiantes palestinos,Los estudiantes palestinos
Belgian committee for palestinian prisoners,Belgian committee for palestinian prisoners
Morning meals,Morning meals
Clemency applications,Clemency applications
Frederick douglass square,Frederick douglass square
Association france palestine solidarité 59/62,Association france palestine solidarité 59/62
Local roots,Local roots
His second arrest,His second arrest
Bds roma,Bds roma
Charges,Charges
Struggle for jerusalem,Struggle for jerusalem
Assembly speaker carl heastie,Assembly speaker carl heastie
Remember the nakba,Remember the nakba
مخيم تل الزعتر بغزة,مخيم تل الزعتر بغزة
Law granting clear legal status to palestinian refugees,Law granting clear legal status to palestinian refugees
Fin du siège de gaza,Fin du siège de gaza
Imperialist intervention,Imperialist intervention
Bayonne,Bayonne
Zionists,Zionists
1 pm,1 pm
Code pink,Code pink
Rivas vaciamadrid,Rivas vaciamadrid
Women in israeli prisons,Women in israeli prisons
For wattan tv,For wattan tv
That day,That day
An anti-corporate globalization organization,An anti-corporate globalization organization
Collectif 65,Collectif 65
Palestine actionists,Palestine actionists
Internacional de solidaridad y cooperación,Internacional de solidaridad y cooperación
Extraction of resources,Extraction of resources
1948-2018,1948-2018
Right to be heard and understood,Right to be heard and understood
7 life sentences and 50 years in israeli prisons,7 life sentences and 50 years in israeli prisons
Palestinian organizers and associations,Palestinian organizers and associations
Allentown,Allentown
70 years ago,70 years ago
Tal'at,Tal'at
Sheikh izz al-din al-qassam,Sheikh izz al-din al-qassam
Over a year,Over a year
Press club gujranwala,Press club gujranwala
Agression israélienne,Agression israélienne
Peoples of the world,Peoples of the world
Rejection of oslo project,Rejection of oslo project
Kuleuvennysthoven lieve,Kuleuvennysthoven lieve
Westernu,Westernu
Free world,Free world
Nakba 73 rally for palestine,Nakba 73 rally for palestine
War crimes and human rights violations,War crimes and human rights violations
Speaking at university college,Speaking at university college
Organizers and activists,Organizers and activists
16 april,16 april
French prison for 38 years for fighting against imperialism,French prison for 38 years for fighting against imperialism
Signs and posters,Signs and posters
Eghbarieh's wife and comrade,Eghbarieh's wife and comrade
Arab revolutionary left,Arab revolutionary left
Llamada global,Llamada global
To charitable outputs,To charitable outputs
Sumud,Sumud
Studenti palestinesi,Studenti palestinesi
Interrogation and questioning,Interrogation and questioning
Liberation as only solution,Liberation as only solution
Urgency,Urgency
Ihrc/uk,Ihrc/uk
Mohammed darbei,Mohammed darbei
Discourseanalysis,Discourseanalysis
Compromising the rights and protections of us citizens,Compromising the rights and protections of us citizens
Popular anti-normalization,Popular anti-normalization
Estudiantes palestinos refugiados,Estudiantes palestinos refugiados
The right to return,The right to return
Project of administrative self-rule,Project of administrative self-rule
Fight to defend homes,Fight to defend homes
Win struggles,Win struggles
Oppressed and oppressor,Oppressed and oppressor
Beit al-tadamoun al-umami,Beit al-tadamoun al-umami
1969,1969
Dearborn/detroit,Dearborn/detroit
Spanish state,Spanish state
Anni kanafani,Anni kanafani
Binghamton,Binghamton
Palestinian anti-colonial struggle,Palestinian anti-colonial struggle
An anti-corruption organization,An anti-corruption organization
Miserable labyrinths,Miserable labyrinths
Lana ramadan,Lana ramadan
Peasant leaders,Peasant leaders
Systematic policy,Systematic policy
Colonialist projects,Colonialist projects
Her freedom,Her freedom
Struggle for justice,Struggle for justice
Sheffield,Sheffield
The subsidiary,The subsidiary
Contact with lawyer,Contact with lawyer
Violent suppression,Violent suppression
Implementation of slogans and principles,Implementation of slogans and principles
A performance,A performance
Nakba 73,Nakba 73
Nar-nka international commission,Nar-nka international commission
Strength,Strength
Boaventura monjane,Boaventura monjane
Under military siege,Under military siege
Trakasserier och diskriminering,Trakasserier och diskriminering
Doomsday clock,Doomsday clock
Viele jahre im gefängnis,Viele jahre im gefängnis
French prison for 38 years,French prison for 38 years
Bus information,Bus information
Chair of the palestine legislative counsel,Chair of the palestine legislative counsel
For palestine and the palestinian prisoners,For palestine and the palestinian prisoners
Interviews,Interviews
One-year anniversary,One-year anniversary
Urgent situation of palestinian political prisoners,Urgent situation of palestinian political prisoners
Intimidation and criminalization of palestinian and migrant voices,Intimidation and criminalization of palestinian and migrant voices
Yasser arafat,Yasser arafat
Building solidarity,Building solidarity
Weak capacities,Weak capacities
Speakers,Speakers
44 more orders,44 more orders
Special place,Special place
Israeli products and institutions,Israeli products and institutions
Palestine delegation,Palestine delegation
Antisemitismus-vorwurf,Antisemitismus-vorwurf
Entrenchment of apartheid,Entrenchment of apartheid
Birth of fourth child,Birth of fourth child
Preserved,Preserved
South african youth day,South african youth day
Palestinian youth,Palestinian youth
A network in solidarity with palestinian prisoners' day of solidarity against racist imprisonment,A network in solidarity with palestinian prisoners' day of solidarity against racist imprisonment
Stop the occupation,Stop the occupation
An arab canadian feminist,An arab canadian feminist
To try and save face,To try and save face
Bail and legal expenses,Bail and legal expenses
القيم الانسانية والأخلاقية,القيم الانسانية والأخلاقية
Junta,Junta
Week of palestinian struggle,Week of palestinian struggle
Palestinian resistance icon,Palestinian resistance icon
Exacerbation of health crisis,Exacerbation of health crisis
Militants,Militants
Category in un decade to combat racial discrimination,Category in un decade to combat racial discrimination
10:00 am,10:00 am
Foreign national,Foreign national
In the middle east,In the middle east
A dance performance,A dance performance
An anti-neoliberal organization,An anti-neoliberal organization
Marzieh,Marzieh
Tunis,Tunis
Zara alvarez,Zara alvarez
Palestinian student leaders,Palestinian student leaders
Israeli colonial state,Israeli colonial state
Philippine government,Philippine government
Cluj-napoca,Cluj-napoca
85% of the israeli military's drones,85% of the israeli military's drones
International league of peoples’ struggles,International league of peoples’ struggles
Struggle of georges abdallah,Struggle of georges abdallah
